Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. Density: 0.78kg/L. Anhydrous, OmniSolv*, 99.9% min. by GC. For DNA/organic synthesis/HPLC. UV cut-off 190nm. Certificate of Analysis on label. Water: 10ppm max. Packed in a glass bottle. Subject to postal/shipping restrictions. 1L.;EM-AX0151-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0151-6;$262.00;$1,430.00
TETRAHYDROFURAN OMNI POLY 4L;Описание не найдено;EM-TX0279P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-TX0279P-1;$617.00;$2,168.00
Ethyl Acetate, OmniSolv;Ethyl Acetate, OmniSolv;EM-EX0241-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0241-NP20;$1,404.00;Цена для Case не найдена
Ethyl Acetate;Ether Acetic. CAS RN 141-78-6. Formula Weight: 88.11. Density: 0.90 kg/L. OMNISOLV*, 99.9% min. by GC. For spectrophotometry, chromatography and residue analysis. UV cut-off 254 nm. Certificate of Analysis on label. 4L.;EM-EX0241-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0241-1;$310.00;$1,136.00
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. OMNISOLV*, 99.9% min. by GC. For spectrophotometry & chromatography. UV cut-off 189 nm. Gradient controlled to remove lipophilic interferences at 254 & 210 nm. Certificate of lot analysis on label. Postal/shipping restrictions. 1L;EM-AX0142-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0142-6;$271.00;$1,507.00
Ethyl Acetate;Ether Acetic. CAS RN 141-78-6. Formula Weight: 88.11. Density: 0.90 kg/L. OMNISOLV*, 99.9% min. by GC. For spectrophotometry, chromatography and residue analysis. UV cut-off 254 nm. Certificate of Analysis on label. 1L.;EM-EX0241-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0241-6;$346.00;$1,919.00
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. OMNISOLV*, 99.9% min. by GC. For spectrophotometry & chromatography. UV cut-off 189 nm. Gradient controlled to remove lipophilic interferences at 254 & 210 nm. Certificate of lot analysis on label. Postal/shipping restrictions. 4L;EM-AX0142-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0142-1;$719.00;$2,635.00
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. Density: 41.05. OMNISOLV*, 99.9% min. by GC. For GC and residue analysis. Not optically transparent in the UV region. Certificate of Analysis on label. Subject to postal/shipping restrictions. 4L;EM-AX0155-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0155-1;$566.00;$2,081.00
ETHYL ACETATE OMNI POLY CTD 4L;Описание не найдено;EM-EX0241P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0241P-1;$375.00;$1,403.00
2-Propanol;"Isopropanol; isopropyl alcohol. CAS RN 67-63-0. Formula Weight: 60.10. OMNISOLV*, 99.9% min. by GC. Suitable for spectrophotometry, HPLC, GC and residue analysis. UV cut-off 204 nm. Filtered to remove particulate matter. Subject to postal/shipping restrictions. 1L.";EM-PX1834-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX1834-6;$137.00;$774.00
iso-Propyl Alcohol, OmniSolv;iso-Propyl Alcohol, OmniSolv;EM-PX1834-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX1834-NP20;$1,258.00;Цена для Case не найдена
ISOPROPYL ALCOHOL OMNI POLY 4L;Описание не найдено;EM-PX1834P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX1834P-1;$338.00;$1,218.00
2-Propanol;"Isopropanol; isopropyl alcohol. CAS RN 67-63-0. Formula Weight: 60.10. OMNISOLV*, 99.9% min. by GC. Suitable for spectrophotometry, HPLC, GC and residue analysis. UV cut-off 204 nm. Filtered to remove particulate matter. Subject to postal/shipping restrictions. 4L.";EM-PX1834-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX1834-1;$315.00;$1,107.00
ACETONITRILE OMNISLV POLY CT4L;Описание не найдено;EM-AX0142P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0142P-1;$641.00;$2,475.00
Acetonitrile, OmniSolv;Acetonitrile, OmniSolv;EM-AX0142-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0142-NP20;$2,906.00;Цена для Case не найдена
Chloroform;Trichloromethane. CAS RN 67-66-3. Formula Weight: 119.38. Density: 1.49 kg/L. Stabilized (Amylene), OMNISOLV*, 99.9% min. For spectrophotometry, HPLC, GC and residue analysis. UV cut-off 245nm. Certificate of Analysis on label. Subject to postal/shipping restrictions. 1L.;EM-CX1054-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1054-6;$166.00;$902.00
Pyridine;Azabenzene. CAS RN 110-86-1. Formula Weight: 79.10. OMNISOLV*, 99.0% min. Suitable for spectrophotometry and HPLC and GC. Lot analysis on label. UV cut-off 330 nm. Filtered to remove particulate matter. Subject to postal/shipping restrictions. 1L.;EM-PX2014-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX2014-6;$795.00;$4,394.00
Pyridine;Azabenzene. CAS RN 110-86-1. Formula Weight: 79.10. OMNISOLV*, 99.0% min. Suitable for spectrophotometry and HPLC and GC. Lot analysis on label. UV cut-off 330 nm. Filtered to remove particulate matter. Subject to postal/shipping restrictions. 4L.;EM-PX2014-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX2014-1;$1,538.00;$5,607.00
Chloroform;Trichloromethane. CAS RN 67-66-3. Formula Weight: 119.38. Density: 1.49 kg/L. Stabilized (Amylene), OMNISOLV*, 99.9% min. For spectrophotometry, HPLC, GC and residue analysis. UV cut-off 245nm. Certificate of Analysis on label. Subject to postal/shipping restrictions. 4L.;EM-CX1054-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1054-1;$446.00;$1,777.00
Acetone;Dimethyl ketone. CAS RN 67-64-1. Formula Weight: 58.08. Density: 0.79kg/L. OMNISOLV* HR-GC Grade, 99.7% min. by GC. For chromatography, residue analysis and spectrophotometry. Filtered through 0.2um filter. Lot analysis and chromatograms on label. Subject to postal/shipping restrictions. 4L;EM-AX0110-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0110-1;$442.00;$1,636.00
OmniSolv® LC-MS Water;WATER LC-MS GRADE 1L;EM-WX0001-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-WX0001-6;$66.00;$355.00
Dichloromethane;Methylene Chloride. CAS RN 75-09-2. Formula Weight: 75-09-2. Stabilized (Alkene), OMNISOLV* HR-GC Grade, 99.9% min. by GC. For high-resolution gas chromatography. Subject to postal/shipping restrictions. 4L.;EM-DX0837-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0837-1;$345.00;$1,379.00
WATER LC-MS GRADE 4L;Описание не найдено;EM-WX0001-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-WX0001-1;$658.00;$2,392.00
METHANOL HR-GC OMNISOLV;Tested for use in high resolution gas chromatography.;EM-MX0480-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0480-1;$261.00;$1,012.00
Methanol;Methyl alcohol. CAS RN 67-56-1. Formula Weight: 32.04. OMNISOLV* HR-GC Grade, 99.9% min. by GC. Tested for use in high resolution gas chromatography. Chromatograms supplied with each bottle. Subject to postal/shipping restrictions. 1L.;EM-MX0480-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0480-6;$239.00;$1,242.00
N,N-Dimethylacetamide;Acetdimethylamide. CAS RN 127-19-5. Formula Weight: 87.12. Density: 0.95 kg/L. OMNISOLV*, 99.5% min. by GC. For spectrophotometry and GC. UV cut-off 270 nm. Certificate of Analysis on label. 4L.;EM-DX1543-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX1543-1;$821.00;$3,042.00
CHLOROFORM OMNISLV 20L NOWPAK;Описание не найдено;EM-CX1054-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1054-NP20;$1,552.00;Цена для Case не найдена
CHLOROFORM OMNISLV PLOY CTD 4L;Описание не найдено;EM-CX1054P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1054P-1;$616.00;$2,244.00
Hexane;n-Hexane. CAS RN 110-54-3. Formula Weight 86.18. Density 0.66 kg/L. OMNISOLV* HR-GC Grade, 99.8% min. (85% as n-Hexane). For high resolution gas chromatography. Purity based on n-hexane and saturated C6 hydrocarbons. Lot analysis and chromatograms on label. Postal/shipping restrictions. 4L.;EM-HX0297-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0297-1;$429.00;$1,671.00
Chloroform;Trichloromethane. CAS RN 67-66-3. Stabilized (Ethanol), OMNISOLV*, 99.8% min. For spectrophotometry, HPLC, GC and residue analysis. UV cut-off 245nm. Stabilized w/ 1% ethanol (amylene free). Meets ACS UV Specifications. Certificate of Analysis on label. Postal/shipping restrictions. 4L.;EM-CX1059-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1059-1;$434.00;$1,629.00
Hexane;n-Hexane. CAS RN 110-54-3. Formula Weight 86.18. OMNISOLV*, 99.8% min. (85% as n-Hexane). For gas chromatography and residue analysis. Not optically transparent in the UV region. Purity based on n-hexane and saturated C6 hydrocarbons. Lot analysis on label. Postal/shipping restrictions. 4L.;EM-HX0298-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0298-1;$366.00;$1,400.00
Hexane;n-Hexane. CAS RN 110-54-3. Formula Weight 86.18. OMNISOLV*, 99.8% min. (85% as n-Hexane). For gas chromatography and residue analysis. Not optically transparent in the UV region. Purity based on n-hexane and saturated C6 hydrocarbons. Lot analysis on label. Postal/shipping restrictions. 1L.;EM-HX0298-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0298-6;$155.00;$839.00
1-Methyl-2-pyrrolidone;1-Methyl-2-pyrrolidone. CAS RN 872-50-4. Formula Weight. 99.13. OMNISOLV*, 99.7% min. by GC. Suitable for spectrophotometry and GC. Actual Lot Analysis on label. UV cut-off 285 nm. Subject to postal/shipping restrictions. 4L.;EM-MX1390-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX1390-1;$1,020.00;$3,365.00
Methanol LC-MS Grade;Omnisolv* LC-MS Methanol. Synonym: Methyl Alcohol. 1L. 6 per case.;EM-MX0486-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0486-6;$128.00;Цена для Case не найдена
1-Methyl-2-pyrrolidone;1-Methyl-2-pyrrolidone. CAS RN 872-50-4. Formula Weight. 99.13. OMNISOLV*, 99.7% min. by GC. Suitable for spectrophotometry and GC. Actual Lot Analysis on label. UV cut-off 285 nm. Subject to postal/shipping restrictions. 500mL.;EM-MX1390-4;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX1390-4;$210.00;$1,199.00
1-Methyl-2-pyrrolidone;1-Methyl-2-pyrrolidone. CAS RN 872-50-4. Formula Weight. 99.13. OMNISOLV*, 99.7% min. by GC. Suitable for spectrophotometry and GC. Actual Lot Analysis on label. UV cut-off 285 nm. Subject to postal/shipping restrictions. 500mL.;EM-MX1390-4;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX1390-4;$210.00;$1,199.00
Methyl t-Butyl Ether;"tert-Butyl methyl ether; MTBE. CAS RN 1634-04-4. Formula Weight: 88.14. OmniSolv*, 99.5% min. by GC. For gas chromatography, residue analysis, HPLC, spectrophotometry. Subject to postal/shipping restrictions. 1L.";EM-MX0826-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0826-6;$176.00;$957.00
METHYL TERT BUTYL ETHER 20L;Описание не найдено;EM-MX0826-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0826-NP20;$1,628.87;Цена для Case не найдена
Methyl t-Butyl Ether;"tert-Butyl methyl ether; MTBE. CAS RN 1634-04-4. Formula Weight: 88.14. OmniSolv*, 99.5% min. by GC. For gas chromatography, residue analysis, HPLC, spectrophotometry. Subject to postal/shipping restrictions. 4L.";EM-MX0826-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0826-1;$626.00;$2,389.00
Uvasol* Acetonitrile;ACETONITRILE FOR SPECTROS (1L);EM1.00016.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00016.1000;$309.00;$1,756.00
Uvasol* Dichloromethane ForSpectroscopy;DICHLOROMETHANE FOR SPE (2.5L);EM1.06048.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06048.2500;$395.00;$1,506.00
Uvasol* Ethanol ForSpectroscopy;ETHANOL FOR SPECTROSCOP (2.5L);EM1.00980.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00980.2500;$677.00;$2,579.00
Uvasol* Chloroform ForSpectroscopy;CHLOROFORM FOR SPECTRO (500ML);EM1.02447.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02447.0500;$173.00;$988.00
Uvasol* Tetrahydrofuran ForSpectroscopy;TETRAHYDROFURAN FOR SP (500ML);EM1.08110.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.08110.0500;$293.00;$1,672.00
Uvasol* Ethanol ForSpectroscopy;ETHANOL FOR SPECTROSCO (500ML);EM1.00980.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00980.0500;$190.00;$1,091.00
Uvasol* Cyclohexane ForSpectroscopy;CYCLOHEXANE FOR SPECTRO (2.5L);EM1.02822.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02822.2500;$730.00;$2,789.00
Uvasol* Diethyl Ether ForSpectroscopy;DIETHYL ETHER FOR SPECTRO (1L);EM1.00930.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00930.1000;$420.00;$2,405.00
Uvasol* Chloroform ForSpectroscopy;CHLOROFORM FOR SPECTROS (2.5L);EM1.02447.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02447.2500;$487.00;$1,865.00
Uvasol* Dichloromethane ForSpectroscopy;DICHLOROMETHANE FOR SP (500ML);EM1.06048.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06048.0500;$115.00;$654.00
Uvasol* Toluene ForSpectroscopy;TOLUENE FORSPECTROSCOPY(1L);EM1.08331.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.08331.1000;$256.00;$1,460.00
Uvasol* Tetrahydrofuran ForSpectroscopy;TETRAHYDROFURAN FOR SPE (2.5L);EM1.08110.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.08110.2500;$1,037.00;$3,940.00
Uvasol* N,N-Dimethylformamide ForSpectroscopy;N,N-DIMETHYLFORMAMIDE F (2.5L);EM1.02937.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02937.2500;$900.00;$3,447.00
Uvasol* Tetrachloroethylene ForSpectroscopy;TETRACHLOROETHYLENE FO (500ML);EM1.00965.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00965.0500;$288.00;$1,093.00
Uvasol* Dimethyl Sulfoxide ForSpectroscopy;DIMETHYL SULFOXIDE FOR (500ML);EM1.02950.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02950.0500;$327.00;$1,917.00
Uvasol* Methanol ForSpectroscopy;METHANOL FOR SPECTROSC (500ML);EM1.06002.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06002.0500;$91.00;$497.00
Uvasol* Cyclohexane ForSpectroscopy;CYCLOHEXANE FOR SPECTR (500ML);EM1.02822.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02822.0500;$209.00;$1,189.00
Uvasol* Tetrachloroethylene ForSpectroscopy;TETRACHLOROETHYLENE FOR (2.5L);EM1.00965.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00965.2500;$944.00;$3,615.00
Uvasol* Isooctane ForSpectroscopy;ISOOCTANE FOR SPECTROS (500ML);EM1.04718.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04718.0500;$208.00;$1,168.00
Uvasol* Methanol ForSpectroscopy;METHANOL FOR SPECTROSCO (2.5L);EM1.06002.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06002.2500;$314.00;$1,194.00
Uvasol* Acetonitrile;ACETONITRILE FOR SPECTR (2.5L);EM1.00016.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00016.2500;$643.00;$2,475.00
Uvasol* Dimethyl Sulfoxide ForSpectroscopy;DIMETHYL SULFOXIDE FOR (500ML);EM1.02950.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02950.0500;$327.00;$1,917.00
Uvasol* Acetone;ACETONE FOR SPECTROSCO (500ML);EM1.00022.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00022.0500;$142.00;$810.00
Uvasol* Acetone;ACETONE FOR SPECTROSCOP (2.5L);EM1.00022.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00022.2500;$508.00;$1,939.00
Uvasol* 2-Methylbutane ForSpectroscopy;2-METHYLBUTANE FOR SPECTR (1L);EM1.06056.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06056.1000;$451.00;$2,574.00
Uvasol* Dimethyl Sulfoxide ForSpectroscopy;DIMETHYL SULFOXIDE FOR (2.5L);EM1.02950.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02950.2500;$1,019.00;$3,948.00
Uvasol* N-Hexane ForSpectroscopy;N-HEXANE FOR SPECTROSC (500ML);EM1.04372.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04372.0500;$141.00;$805.00
Uvasol* N-Hexane ForSpectroscopy;N-HEXANE FOR SPECTROSCO (2.5L);EM1.04372.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04372.2500;$492.00;$1,889.00
Uvasol* N-Heptane ForSpectroscopy;N-HEPTANE FOR SPECTROS (500ML);EM1.04366.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04366.0500;$264.00;$1,508.00
Uvasol* N-Heptane ForSpectroscopy;N-HEPTANE FOR SPECTROSC (2.5L);EM1.04366.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04366.2500;$846.00;$3,239.00
Uvasol* Isooctane ForSpectroscopy;ISOOCTANE FOR SPECTROSC (2.5L);EM1.04718.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04718.2500;$726.00;$2,750.00
Uvasol* Ethyl Acetate ForSpectroscopy;ETHYL ACETATE FOR SPEC (500ML);EM1.00863.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00863.0500;$184.00;$1,058.00
Uvasol* Ethyl Acetate ForSpectroscopy;ETHYL ACETATE FOR SPEC (500ML);EM1.00863.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00863.0500;$184.00;$1,058.00
Uvasol* Ethyl Acetate ForSpectroscopy;ETHYL ACETATE FOR SPECT (2.5L);EM1.00863.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00863.2500;$600.00;$2,296.00
Uvasol* 2-Propanol ForSpectroscopy;2-PROPANOL FOR SPECTROS (2.5L);EM1.00993.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00993.2500;$438.00;$1,674.00
Uvasol* Tert-Butyl Methyl Ether ForSpectroscopy;TERT-BUTYL METHYL ETHER F (1L);EM1.01984.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01984.1000;$268.00;$1,539.00
Uvasol* Potassium Bromide For IrSpectroscopy;POTASSIUM BROMIDE FOR I (100G);EM1.04907.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04907.0100;$596.00;$2,264.00
Uvasol* Potassium Bromide For IrSpectroscopy;POTASSIUM BROMIDE FOR I (500G);EM1.04907.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04907.0500;$1,506.00;$5,782.00
